"","artists","track_name","duration_ms","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"23180","Colbie Caillat","Fallin' For You",215547,59,0.644,0.834,4,-6.473,1,0.0275,0.156,0,0.112,0.593,117.043
"23181","Trey Songz","I Need a Girl",214480,59,0.602,0.785,7,-6.129,1,0.0578,0.245,0,0.19,0.565,84.038
"23182","Kid Cudi","Man On The Moon",210893,59,0.649,0.659,0,-8.924,1,0.066,0.638,2.71e-05,0.359,0.497,90.991
"23183","Cage The Elephant","In One Ear",241320,59,0.326,0.948,1,-4.315,0,0.0606,0.000258,0,0.367,0.358,166.388
"23184","Lily Allen","Fuck You",219893,59,0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009
"23185","Mumford & Sons","Awake My Soul",255827,59,0.351,0.465,2,-10.313,1,0.0365,0.0481,0.0188,0.0912,0.224,123.75
"23186","Dierks Bentley","Sideways",184160,59,0.624,0.915,5,-2.627,0,0.0364,0.141,0,0.386,0.815,108.046
"23187","Edward Sharpe & The Magnetic Zeros","40 Day Dream - 2019 - Remaster",232691,59,0.56,0.681,2,-4.875,1,0.0485,0.102,0,0.0573,0.645,81.991
"23188","Halestorm","I Get Off",183707,59,0.456,0.891,11,-4.062,0,0.125,0.00682,4.97e-06,0.0727,0.647,170.019
"23189","Two Door Cinema Club","Something Good Can Work",164187,59,0.648,0.833,0,-5.321,1,0.0327,0.00583,0.000787,0.178,0.64,119.935
"23190","Turnpike Troubadours","Diamonds & Gasoline",234400,59,0.473,0.423,0,-9.065,1,0.0294,0.67,0,0.149,0.458,170.035
"23191","Brantley Gilbert","Country Must Be Country Wide",214827,59,0.409,0.765,11,-5.696,1,0.0412,0.0249,6.16e-06,0.104,0.5,83.093
"23192","The Civil Wars","Poison & Wine",219467,59,0.285,0.186,1,-12.729,1,0.0288,0.76,7.3e-05,0.104,0.203,153.848
"23193","Ralph McTell","Streets of London",248587,59,0.396,0.295,4,-15.126,1,0.0343,0.625,7.6e-05,0.0989,0.187,155.531
"23194","Yusuf / Cat Stevens","Lady D'Arbanville",225973,59,0.494,0.284,4,-11.71,0,0.0346,0.534,1.14e-06,0.078,0.561,101.099
"23195","Nina Simone","Mr. Bojangles - Remastered",299213,59,0.461,0.304,6,-13.737,1,0.0332,0.216,2.18e-05,0.287,0.246,113.842
"23196","Lobo","How Can I Tell Her",260467,59,0.506,0.279,2,-13.048,1,0.0249,0.613,0.00604,0.0764,0.449,81.651
"23197","Elton John","Song For Guy",413867,59,0.459,0.165,0,-15.95,1,0.047,0.0175,0.000276,0.0895,0.123,122.861
"23198","The Jam","Going Underground",174507,59,0.319,0.836,11,-6.706,1,0.113,0.00364,1.84e-05,0.1,0.94,180.56
"23199","Raphael","Como yo te amo",279160,59,0.507,0.532,11,-8.533,1,0.0499,0.577,4.14e-05,0.0616,0.346,140.099
"23200","Gwen McCrae","Keep the Fire Burning",344547,59,0.892,0.433,0,-13.806,0,0.0699,0.0277,0.000892,0.0308,0.924,128.029
"23201","Nazareth","Where Are You Now",233853,59,0.474,0.508,6,-6.845,0,0.0235,0.316,0,0.166,0.358,77.31
"23202","The Alan Parsons Project","Don't Answer Me",251853,59,0.615,0.783,0,-8.716,1,0.0303,0.0717,0.000109,0.215,0.634,115.133
"23203","Joe Cocker","You Can Leave Your Hat On",255293,59,0.65,0.535,5,-13.325,1,0.0282,0.118,0,0.187,0.9,173.8
"23204","Eurythmics, Annie Lennox, Dave Stewart","Thorn in My Side - Remastered Version",253400,59,0.663,0.903,7,-2.529,1,0.0294,0.0421,1.44e-05,0.131,0.775,122.206
"23205","ICEHOUSE","Electric Blue",263680,59,0.688,0.909,10,-4.756,1,0.0354,0.0608,1.97e-06,0.1,0.641,109.673
"23206","The Shadows","Apache",174187,59,0.595,0.451,9,-12.987,0,0.0288,0.0106,0.929,0.0962,0.779,133.673
"23207","Danny Wilson","Mary's Prayer",234467,59,0.682,0.571,0,-13.139,1,0.0367,0.235,0,0.116,0.657,135.109
"23208","Cyndi Lauper","I Drove All Night",251507,59,0.703,0.706,8,-10.637,1,0.0302,0.233,0.00109,0.585,0.766,131.067
"23209","Phil Collins","Something Happened on the Way to Heaven - 2016 Remaster",291587,59,0.656,0.88,5,-4.137,0,0.0287,0.184,0.00609,0.272,0.88,114.613
"23210","Jose Mari Chan","Beautiful Girl",194200,59,0.484,0.285,3,-14.027,1,0.0305,0.818,6.62e-06,0.132,0.173,161.908
"23211","Juan Luis Guerra 4.40","La Bilirrubina",245120,59,0.739,0.911,1,-5.534,1,0.0739,0.844,0,0.311,0.938,129.931
"23212","Jerry Rivera","Ese",211587,59,0.528,0.714,5,-7.282,1,0.246,0.326,2.62e-06,0.158,0.603,79.344
"23213","Michael Jackson","Jam",338173,59,0.884,0.96,2,-4.613,1,0.0721,0.0487,0.0227,0.271,0.617,116.273
"23214","Shanice","I Love Your Smile",257973,59,0.722,0.842,5,-8.745,0,0.126,0.00955,8.45e-06,0.178,0.751,93.954
"23215","Michael Jackson","Who Is It",393307,59,0.861,0.594,5,-4.658,1,0.121,0.0153,0.000326,0.104,0.506,103.159
"23216","Michael Jackson","Give In to Me",328627,59,0.502,0.855,4,-3.27,0,0.0305,0.152,0.000488,0.106,0.337,86.968
"23217","Faith No More","Midlife Crisis",259866,59,0.669,0.656,9,-10.549,1,0.0413,0.00113,0.000252,0.0989,0.464,108.098
"23218","R.E.M.","Find The River",229733,59,0.423,0.442,2,-9.499,1,0.0268,0.22,0,0.139,0.296,144.556
"23219","Ricardo Arjona","Quiero",292960,59,0.555,0.631,0,-4.982,1,0.0494,0.364,0,0.0825,0.177,141.131
"23220","Jan Garbarek, Cristobal de Morales, The Hilliard Ensemble","Parce Mihi Domine",402493,59,0.193,0.0656,10,-19.239,1,0.0471,0.995,0.829,0.119,0.0359,128.975
"23221","Jeff Buckley","Last Goodbye",275720,59,0.539,0.827,2,-5.045,1,0.038,0.0254,0.000425,0.233,0.523,86.922
"23222","The Stone Roses","Love Spreads",347093,59,0.435,0.88,2,-8.451,1,0.0448,0.00265,0.0014,0.436,0.593,91.116
"23223","Massive Attack, Tracey Thorn","Protection",471560,59,0.577,0.421,4,-13.142,1,0.0489,0.0162,0.124,0.0722,0.737,168.009
"23224","Luis Miguel","Si Nos Dejan - En Vivo",152173,59,0.501,0.685,5,-7.349,1,0.0325,0.5,0,0.953,0.382,105.468
"23225","Tracy Chapman","The Promise",327867,59,0.496,0.0975,1,-17.234,1,0.0318,0.703,0.000714,0.0951,0.36,141.397
"23226","Carlos Vives","Pa' Mayté",188720,59,0.716,0.871,0,-7.336,0,0.0606,0.0287,6.32e-06,0.117,0.967,123.851
"23227","James Horner","The Ludlows",340400,59,0.0767,0.0223,7,-27.684,1,0.0372,0.938,0.848,0.0998,0.0479,79.803
"23228","James Horner, London Symphony Orchestra","A Gift Of A Thistle",97667,59,0.0828,0.012,9,-36.045,0,0.0451,0.9,0.812,0.0875,0.0578,169.895
"23229","Secret Garden","Nocturne",193680,59,0.219,0.298,2,-11.52,0,0.0313,0.944,0.254,0.094,0.154,79.136
"23230","A Tribe Called Quest","The Hop",207467,59,0.928,0.517,1,-6.489,1,0.361,0.0679,0,0.174,0.616,95.523
"23231","Madeleine Peyroux","(Getting Some) Fun out of Life",192173,59,0.727,0.413,4,-9.621,0,0.0346,0.712,0.000158,0.0765,0.314,110.545
"23232","2Pac","Life Goes On",301600,59,0.693,0.843,7,-5.463,1,0.253,0.117,0,0.343,0.529,158.465
"23233","Joan Sebastian, Prisma","Oiga",209676,59,0.659,0.494,0,-7.768,1,0.0238,0.707,0,0.295,0.354,103.591
"23234","Maná","Hechicera",298653,59,0.679,0.755,9,-5.846,0,0.0332,0.0294,0.00428,0.0663,0.696,92.945
"23235","Michael Bolton","Go the Distance",280640,59,0.363,0.435,2,-8.141,1,0.0307,0.399,0,0.219,0.148,125.892
"23236","Maná","Cómo Dueles En Los Labios",247640,59,0.525,0.391,7,-8.98,1,0.0283,0.441,0.0226,0.0857,0.299,178.354
"23237","Silverchair","Freak",226107,59,0.539,0.883,6,-6.614,0,0.0653,0.00451,1.38e-06,0.0606,0.406,118.043
"23238","Joe","No One Else Comes Close",231067,59,0.608,0.531,0,-9.549,1,0.028,0.534,7.17e-06,0.183,0.328,110.092
"23239","Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra","Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto",583293,59,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015
"23240","System Of A Down","Suggestions",163933,59,0.356,0.91,2,-4.85,1,0.141,0.0136,0.00601,0.333,0.063,177.962
"23241","System Of A Down","Know",176693,59,0.334,0.903,8,-3.812,1,0.209,0.00179,0.0118,0.0558,0.487,70.621
"23242","Grupo Cañaveral De Humberto Pabón","No Te Voy A Perdonar",232757,59,0.826,0.658,7,-7.962,1,0.0423,0.303,3.09e-05,0.16,0.531,84.771
"23243","Eiffel 65, Gabry Ponte","Blue (Da Ba Dee) - Gabry Ponte Video Edit",219618,59,0.829,0.965,7,-11.498,0,0.0598,0.227,0.000122,0.466,0.729,127.999
"23244","Madonna","Ray of Light",320693,59,0.561,0.909,3,-7.878,1,0.0312,0.00118,0.46,0.0713,0.71,127.172
"23245","Juan Gabriel","Así Fue - En Vivo",444533,59,0.577,0.674,1,-7.734,0,0.0412,0.0337,3.26e-05,0.966,0.4,105.708
"23246","The Offspring","Staring At The Sun",133587,59,0.403,0.952,0,-3.925,1,0.202,0.259,0,0.123,0.729,87.833
"23247","Sheryl Crow","Sweet Child O' Mine",234133,59,0.592,0.865,7,-3.183,1,0.0282,0.0867,3.53e-06,0.103,0.659,124.278
"23248","Pepe Aguilar","Me Estoy Acostumbrando A Ti",226147,59,0.284,0.336,4,-8.001,1,0.0294,0.878,0.000245,0.118,0.361,156.901
"23249","Los Angeles De Charly","Amor Secreto",184920,59,0.574,0.684,5,-3.065,1,0.0256,0.138,0,0.325,0.851,159.959
"23250","Aventura","Cuando Volveras",210773,59,0.868,0.577,0,-7.628,0,0.0514,0.538,0.000915,0.189,0.899,126
"23251","Jessica Simpson","I Wanna Love You Forever",263800,59,0.59,0.666,4,-4.047,0,0.0244,0.156,0,0.136,0.0743,104.042
"23252","A.B. Quintanilla III Y Los Kumbia Kings, Ricardo Muñoz","Fuiste Mala",199960,59,0.707,0.656,0,-5.673,0,0.0461,0.38,1.99e-06,0.088,0.921,172.068
"23253","Backstreet Boys","The One",226933,59,0.663,0.934,5,-4.227,0,0.0348,0.0646,0,0.164,0.621,110.031
"23254","Handsome Boy Modeling School, Róisín, J-Live","The Truth",337200,59,0.7,0.393,2,-10.88,1,0.0471,0.6,6.08e-06,0.113,0.477,79.638
"23255","Céline Dion","It's All Coming Back to Me Now - Radio Version",329667,59,0.393,0.503,0,-8.191,1,0.0425,0.716,0,0.0981,0.285,87.84
"23256","Sergio Vargas","La Ventanita",286467,59,0.814,0.862,1,-6.065,1,0.0523,0.48,0.00765999999999999,0.0509,0.962,132.814
"23257","La Arrolladora Banda El Limón De Rene Camacho","Secretos De Mi Memoria",247373,59,0.563,0.532,7,-6.683,0,0.0363,0.586,4.55e-06,0.161,0.619,82.546
"23258","Radiohead","Idioteque",309093,59,0.615,0.931,3,-7.8,1,0.24,0.0352,2.37e-05,0.0914,0.53,137.544
"23259","Eminem, D12","Under The Influence",321667,59,0.921,0.752,6,-4.32,1,0.27,0.0174,0,0.135,0.705,96.985
"23260","Radiohead","The National Anthem",351693,59,0.486,0.754,2,-8.552,1,0.0378,0.00237,0.858,0.224,0.387,91.52
"23261","Enya","Flora's Secret",247507,59,0.568,0.253,11,-12.721,1,0.0316,0.844,0.429,0.106,0.597,142.093
"23262","Intocable","Enséñame A Olvidarte",202267,59,0.426,0.815,5,-6.174,1,0.231,0.528,0,0.129,0.715,171.844
"23263","Thomas Newman","Any Other Name",246627,59,0.304,0.0116,7,-33.19,0,0.0337,0.983,0.963,0.104,0.0364,77.84
"23264","Eric Clapton, B.B. King","Riding with the King",264240,59,0.462,0.796,9,-6.202,1,0.0322,0.384,0,0.296,0.824,204.028
"23265","M.O.P.","Ante Up (Robbin Hoodz Theory)",248693,59,0.699,0.793,1,-4.856,1,0.268,0.00514,2.75e-06,0.7,0.929,94.138
"23266","Mr. Mister","Kyrie - Single Version",256960,59,0.489,0.676,0,-8.769,1,0.0367,0.287,0,0.389,0.623,89.735
"23267","Incubus","Nice to Know You",283160,59,0.515,0.864,2,-5.384,1,0.0478,0.00182,7.32e-05,0.108,0.232,153.966
"23268","Dion","The Wanderer",167160,59,0.623,0.48,2,-13.215,1,0.0392,0.193,0,0.11,0.842,114.436
"23269","System Of A Down","Needles",193573,59,0.534,0.978,1,-3.113,1,0.0775,0.0011,0.000122,0.0543,0.525,94.278
"23270","John Williams","Leaving Hogwarts",133573,59,0.183,0.0473,2,-21.272,1,0.0375,0.932,0.91,0.0984,0.0365,73.398
"23271","Alicia Villarreal","Te Quedó Grande La Yegua",217040,59,0.53,0.298,2,-7.228,1,0.047,0.733,3.54e-06,0.117,0.437,147.415
"23272","Slipknot","Disasterpiece",308307,59,0.395,0.988,11,-4.063,0,0.246,0.000128,0.000244,0.134,0.189,107.684
"23273","Fear Factory","Linchpin",204853,59,0.693,0.871,0,-3.389,1,0.0844,0.00358,2.01e-05,0.11,0.533,111.989
"23274","Slipknot","My Plague",220293,59,0.279,0.993,11,-2.67,0,0.209,0.000278,0.000394,0.197,0.107,88.553
"23275","El Gran Combo De Puerto Rico","Me Liberé",263920,59,0.754,0.875,7,-1.94,0,0.0407,0.395,0,0.0905,0.967,97.522
"23276","Daft Punk","Aerodynamic",212547,59,0.624,0.911,7,-7.482,1,0.0524,0.328,0.861,0.0727,0.135,122.902
"23277","2Pac, Mr. Biggs","Better Dayz",257627,59,0.752,0.735,1,-3.851,1,0.196,0.0876,0,0.14,0.635,90.87
"23278","System Of A Down","Chic 'N' Stu",143627,59,0.611,0.795,6,-3.428,1,0.04,0.0173,0,0.116,0.383,95.759
"23279","Cardenales De Nuevo León","Compré Una Cantina",159467,59,0.808,0.709,2,-6.091,1,0.0442,0.152,0.000241,0.0707,0.853,99.02
"23280","Eminem","Say Goodbye Hollywood",272840,59,0.717,0.664,9,-5.023,0,0.205,0.0529,0,0.096,0.717,94.331
"23281","Vagon Chicano","Yo Sí Me Enamoré",201067,59,0.776,0.648,9,-6.179,0,0.0553,0.604,0,0.318,0.793,93.012
"23282","Hilary Duff","Come Clean",214560,59,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-05,0.299,0.454,118.096
"23283","Los Tiranos Del Norte","Hasta la Miel Amarga",216120,59,0.597,0.695,8,-6.655,1,0.127,0.175,0,0.0717,0.77,153.712
"23284","Grupo Exterminador","Nos Tienen Envida",221387,59,0.644,0.609,1,-5.741,1,0.116,0.366,0,0.0763,0.718,152.868
"23285","Evanescence","Hello",220360,59,0.416,0.178,11,-11.428,0,0.031,0.912,0.000138,0.342,0.0699,139.969
"23286","Kanye West","Family Business",278893,59,0.744,0.524,1,-7.452,1,0.21,0.139,0,0.392,0.606,93.691
"23287","My Chemical Romance","It's Not a Fashion Statement, It's a Deathwish",210867,59,0.353,0.953,1,-3.635,0,0.0515,0.000129,0,0.34,0.48,105.236
"23288","Craig Mack","Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",302013,59,0.52,0.847,9,-5.3,1,0.427,0.272,0,0.325,0.799,177.371
"23289","Madvillain, Madlib, MF DOOM","Figaro",145707,59,0.836,0.812,2,-6.985,1,0.215,0.188,1.82e-06,0.0982,0.769,92.009
"23290","The Six Parts Seven","What You Love You Must Love Now",322160,59,0.256,0.456,4,-10.865,1,0.0306,0.367,0.881,0.119,0.0682,70.357
"23291","ASIAN KUNG-FU GENERATION","Re:Re:",228760,59,0.541,0.853,4,-5.081,1,0.0357,0.00032,0.144,0.107,0.787,152.913
"23292","Pillar","Frontline",190907,59,0.683,0.829,5,-5.564,0,0.0528,0.000291,0.00116,0.156,0.567,108.327
"23293","Arcade Fire","Neighborhood #1 (Tunnels)",288333,59,0.282,0.738,0,-5.566,1,0.0324,0.0647,0.0142,0.29,0.211,126.914
"23294","Renee Olstead","A Love That Will Last",212160,59,0.666,0.303,11,-11.028,0,0.0356,0.841,0.000711,0.0971,0.342,81.923
"23295","2Pac, 50 Cent, Lloyd Banks, Young Buck","Loyal To The Game",203520,59,0.908,0.573,1,-4.807,1,0.0871,0.116,0.000547,0.0926,0.723,98.137
"23296","JAY-Z, Linkin Park","Points of Authority / 99 Problems / One Step Closer",295827,59,0.547,0.951,1,-4.079,0,0.151,0.00272,1.14e-05,0.0862,0.51,95.031
"23297","Wilson Pickett","Mustang Sally",187760,59,0.725,0.327,0,-17.714,1,0.0387,0.113,0.326,0.214,0.688,110.438
"23298","Idina Menzel, Tracie Thoms","Take Me or Leave Me",231360,59,0.457,0.763,7,-3.459,0,0.255,0.318,0,0.0322,0.87,175.043
"23299","Mariah Carey","Don't Forget About Us",233867,59,0.7,0.529,10,-6.816,0,0.0395,0.0422,0,0.101,0.386,143.555
"23300","Patrulla 81","Eres Divina",194880,59,0.734,0.637,7,-3.9,1,0.0515,0.54,0,0.877,0.824,120.531
"23301","Bright Eyes","Lua",271667,59,0.603,0.124,2,-18.301,1,0.0827,0.802,3e-05,0.0565,0.317,104.902
"23302","Sugar Ray","Every Morning - Remastered",220200,59,0.829,0.674,8,-4.493,1,0.0362,0.0838,0.00173999999999999,0.102,0.974,109.917
"23303","Paramore","Emergency",240040,59,0.424,0.94,9,-3.524,1,0.0573,0.00276,1.03e-06,0.277,0.559,168.043
"23304","Vagon Chicano","La Moneda",218293,59,0.671,0.467,0,-7.568,1,0.0399,0.356,8.2e-06,0.143,0.878,184.896
"23305","Gorillaz","November Has Come",165093,59,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75e-05,0.0864,0.667,84.153
"23306","Grupo Sonador","El Paso Del Gigante",216613,59,0.824,0.72,2,-7.383,1,0.184,0.397,2.65e-06,0.0333,0.715,88.375
"23307","LCD Soundsystem","Daft Punk Is Playing at My House",314557,59,0.92,0.914,7,-4.555,1,0.0444,0.0222,7.62e-05,0.114,0.974,135.923
"23308","50 Cent, The Game, Tony Yayo, Young Buck, Lloyd Banks","Hate It Or Love It - G-Unit Remix",263787,59,0.799,0.76,2,-3.318,1,0.222,0.271,0,0.185,0.543,99.994
"23309","Jeezy","I Luv It",240613,59,0.641,0.765,9,-6.626,1,0.0383,0.000975,0,0.387,0.19,91.009
"23310","Liquid Mind","Touching Calm, Pt. 2",212960,59,0.163,0.0525,11,-24.847,1,0.0471,0.949,0.981,0.0973,0.0319,111.765
"23311","Lupe Fiasco, Jill Scott","Daydreamin' (feat. Jill Scott)",234307,59,0.533,0.739,5,-3.573,0,0.0602,0.029,0,0.266,0.617,81.37
"23312","Bow Wow, T-Pain, Johnta Austin","Outta My System (feat. T-Pain & Johntá Austin)",238267,59,0.772,0.59,6,-6.957,1,0.183,0.0917,0,0.101,0.743,83.998
"23313","Matchbook Romance","Monsters",243747,59,0.362,0.945,10,-2.651,0,0.0575,0.00131,2.51e-05,0.154,0.487,114.797
"23314","John Mayer","Vultures",250840,59,0.882,0.478,4,-10.386,1,0.0304,0.476,0.00581,0.0737,0.802,97.81
"23315","John Mayer","I Don't Trust Myself (With Loving You)",292013,59,0.842,0.384,9,-11.384,0,0.0354,0.638,0.000505,0.0998,0.604,84.026
"23316","Toby Love, Rakim, Ken-Y","Tengo Un Amor - Remix Version",260293,59,0.783,0.608,8,-5.674,1,0.0345,0.59,0,0.158,0.914,134.005
"23317","Chris Brown","This Christmas",197560,59,0.578,0.647,7,-6.031,0,0.0677,0.387,0,0.0862,0.414,87.932
"23318","The Used","The Bird and the Worm",225040,59,0.299,0.933,6,-6.874,0,0.17,0.0742,1.21e-05,0.0723,0.205,180.092
"23319","Coconut Records","West Coast",210106,59,0.532,0.597,10,-6.109,1,0.0261,0.464,0.000123,0.0643,0.345,80.031
"23320","Amy Adams","That's How You Know - From ""Enchanted""/Soundtrack Version",228960,59,0.485,0.667,2,-5.485,1,0.164,0.497,0,0.219,0.52,174.025
"23321","Ne-Yo","Do You",228267,59,0.588,0.614,5,-5.857,0,0.0726,0.31,0,0.321,0.59,121.299
"23322","Zacarias Ferreira","Es Tan Difícil",251387,59,0.883,0.567,2,-6.407,1,0.0425,0.288,0,0.152,0.938,135.01
"23323","Banda Zeta","La niña fresa",160627,59,0.864,0.662,11,-10.182,1,0.0977,0.125,0,0.148,0.964,136.48
"23324","Sharpay Evans, Ryan","Fabulous",180693,59,0.827,0.761,8,-5.185,1,0.138,0.233,0,0.0453,0.703,131.996
"23325","Radiohead","Bodysnatchers",242293,59,0.343,0.977,2,-4.993,1,0.0579,0.00455,0.0197,0.0948,0.727,166.664
"23326","Metalocalypse: Dethklok","Awaken",217400,59,0.509,0.936,8,-6.69,1,0.0686,2.84e-05,0.464,0.254,0.453,95.001
"23327","Kelly Rowland, Eve","Like This (feat. Eve)",215853,59,0.676,0.73,1,-5.963,1,0.267,0.00193,0,0.0627,0.489,178.117
"23328","Gummibär","I Am Your Gummy Bear (The Gummy Bear Song)",192227,59,0.928,0.892,9,-7.782,0,0.0388,0.0527,1.47e-05,0.0911,0.989,128.075
"23329","P!nk","Sober",251533,59,0.612,0.797,6,-4.896,1,0.0315,0.0626,0,0.187,0.373,90.95
"23330","Jukebox The Ghost","Under My Skin",199587,59,0.633,0.632,7,-9.55,1,0.0643,0.588,0,0.0499,0.792,150.024
"23331","P!nk","Please Don't Leave Me",231560,59,0.589,0.845,6,-4.497,1,0.0378,0.00883,0,0.326,0.746,138.026
"23332","Bon Iver","For Emma",220720,59,0.669,0.613,4,-11.12,0,0.036,0.487,0.18,0.132,0.565,110.67
"23333","Beto Quintanilla","Las Águilas Andan Solas",176320,59,0.796,0.704,5,-4.706,1,0.128,0.0789,0,0.201,0.811,114.848
"23334","Demi Lovato","La La Land",196467,59,0.467,0.919,6,-2.255,0,0.069,0.0149,0,0.0193,0.706,169.987
"23335","Billy Idol","Mony Mony",300213,59,0.701,0.758,1,-5.568,1,0.0405,0.004,0,0.13,0.344,135.188
"23336","Los Inquietos Del Norte","Me Harto el Pendejo",118213,59,0.594,0.86,7,-4.959,1,0.127,0.0534,1.36e-06,0.117,0.783,150.372
"23337","Ice Cube, Lil Jon, Snoop Dogg","Go To Church",231933,59,0.726,0.757,0,-7.155,1,0.191,0.0254,0,0.702,0.679,83.979
"23338","John Mayer","In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",345627,59,0.368,0.44,4,-11.486,1,0.0294,0.713,8.83e-05,0.966,0.285,91.799
"23339","Nickelback","I'd Come for You",262627,59,0.489,0.748,2,-5.488,1,0.0311,0.033,0,0.144,0.385,147.998
"23340","MC YOGI","Shanti (Peace Out)",419280,59,0.173,0.0785,5,-18.32,1,0.0406,0.873,0.933,0.377,0.0273,87.241
"23341","Ice Cube","Gangsta Rap Made Me Do It",281653,59,0.81,0.745,10,-5.431,0,0.097,0.00712,2.1e-05,0.321,0.388,87.019
"23342","Tech N9ne Collabos","Dysfunctional",240173,59,0.782,0.835,10,-4.278,0,0.283,0.281,0,0.459,0.527,80.014
"23343","White Noise Therapy","Clean White Noise",422510,59,0,0.0163,1,-24.419,1,0,0.728,0.326,0.111,0,0
"23344","Dean Brody","Cattleman's Gun",250547,59,0.604,0.636,10,-6.535,1,0.044,0.266,0,0.167,0.424,147.909
"23345","Roberto Tapia","El Niño De La Tuna",216747,59,0.76,0.754,7,-6.539,1,0.0492,0.162,0,0.412,0.768,105.012
"23346","Drake","Houstatlantavegas",290791,59,0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337
"23347","Metric","Help I'm Alive",285920,59,0.565,0.877,5,-4.561,0,0.0614,0.00813,0.00251,0.26,0.389,118.484
"23348","Los Titanes De Durango","El Enamorado",154587,59,0.609,0.967,10,-3.139,1,0.0434,0.308,0,0.0915,0.97,109.589
"23349","Flatsound","I Exist I Exist I Exist",314500,59,0.445,0.157,7,-18.2,1,0.0385,0.35,0.761,0.153,0.121,118.511
"23350","Drake, Lil Wayne","Ignant Shit (feat. Lil Wayne)",302492,59,0.591,0.846,7,-3.687,1,0.276,0.186,0,0.463,0.121,94.795
"23351","Mayday Parade","Terrible Things - EP Version",238076,59,0.285,0.371,1,-6.833,1,0.0295,0.698,0.00392,0.104,0.372,154.989
"23352","Paramore","Playing God",182800,59,0.583,0.96,1,-3.597,0,0.0511,0.00105,2.97e-05,0.0801,0.626,137.991
"23353","Orchestral Manoeuvres In The Dark","If You Leave - From ""Pretty In Pink""",268547,59,0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269
"23354","The Lonely Island, T-Pain","I'm On A Boat",156267,59,0.623,0.871,0,-2.403,1,0.239,0.0465,0,0.111,0.653,150.079
"23355","Cotton Jones","I Am The Changer",394840,59,0.634,0.529,0,-10.026,1,0.0284,0.784,0.000805,0.0902,0.451,122.015
"23356","Michael Giacchino","Stuff We Did",133067,59,0.256,0.00484,7,-34.386,1,0.0427,0.924,0.0408,0.0634,0.0373,57.412
"23357","Them Crooked Vultures","New Fang",228639,59,0.278,0.961,7,-3.845,1,0.0607,7.36e-06,0.000662,0.0268,0.752,189.664
"23358","Lady Gaga","Monster",249280,59,0.694,0.801,9,-4.503,0,0.0441,0.00124,0,0.479,0.646,119.969
"23359","Kenny Chesney","Somewhere With You",243520,59,0.68,0.849,1,-6.475,0,0.0376,0.0862,0.00013,0.174,0.536,111.969
"23360","Phantogram","When I'm Small",249067,59,0.646,0.758,10,-4.34,1,0.0314,0.191,0.097,0.103,0.424,91.998
